ID,Age,Gender
00047475,13,M
00077747,27,F
00001048,13,M
00056684,31,F
00079442,24,M
00079556,46,M
00044029,30,M
00056366,38,F
00006385,16,M
00036127,22,F
00087289,9,M
00037653,6,F
00065275,34,M
00043281,14,M
00076290,7,F
00067943,48,F
00090223,11,F
00025767,42,M
00053128,20,F
00059750,15,F
00017436,43,M
00023651,41,M
00081228,31,M
00031577,15,M
00002735,43,F
00014628,19,M
00089477,15,M
00043235,11,F
00077465,22,F
00031072,44,F
00043480,29,M
00041354,18,M
00014231,31,M
00028611,46,F
00056798,9,M
00087730,10,M
00067457,45,M
00061921,24,F
00007187,7,F
00078072,28,M
00068575,36,M
00051039,27,F
00068860,9,M
00006804,11,F
00029441,39,M
00053415,17,M
00056565,11,F
00053822,32,M
00023753,20,F
00006916,9,M
00064495,43,M
00094614,26,M
00048002,51,F
00034468,4,F
00036911,12,F
00054962,28,F
00053766,26,M
00073252,6,M
00074865,58,F
00050321,12,M
00090694,43,M
00063459,45,F
00081136,24,F
00017444,13,M
00044398,16,F
00062990,20,M
00033157,23,F
00026701,15,M
00015436,37,M
00094735,27,M
00044765,17,F
00065830,29,F
00080729,28,F
00038276,13,F
00041873,55,M
00031793,16,M
00063268,15,F
00041462,12,M
00003999,27,F
00029443,47,M
00089063,23,F
00027171,28,M
00023306,40,F
00022422,24,M
00067381,11,M
00078748,40,M
00042194,23,M
00043252,12,M
00040945,31,M
00072875,34,F
00073822,10,M
00039361,30,F
00050906,27,M
00069917,10,M
00035739,19,F
00030385,16,M
00043607,35,M
00052417,42,M
00060604,42,F
00072738,27,M
00052236,19,F
00071141,8,F
00074280,45,M
00090525,24,F
00014757,10,F
00084440,11,M
00023899,41,F
00021841,20,F
00062794,19,F
00080460,53,M
00073798,13,M
00035809,36,M
00063048,37,F
00083700,42,F
00073256,55,F
00042761,50,F
00089491,14,M
00015734,40,M
00069746,11,F
00005233,18,F
00056734,11,M
00036050,49,F
00083499,15,F
00040354,14,F
00042349,13,F
00090697,25,M
00089850,55,M
00054393,22,M
00021231,29,F
00040578,17,F
00066337,17,F
00004054,44,M
00015523,9,F
00087361,45,F
00079872,49,M
00014951,41,F
00023334,31,M
00087225,15,M
00051643,14,M
00089511,27,F
00052902,25,F
00056944,34,M
00068949,15,M
00068683,18,M
00065793,36,F
00090676,11,M
00037247,60,M
00075766,18,M
00034985,33,M
00062936,16,M
00071359,46,M
00039303,45,F
00090493,22,F
00031432,15,F
00075381,15,M
00049204,12,F
00032296,9,F
00063502,12,F
00035468,57,M
00053055,31,M
00064656,62,M
00084210,31,M
00041003,29,F
00047473,39,F
00047008,28,F
00020960,24,M
00030208,21,M
00047341,13,F
00030260,53,F
00051623,26,M
00053770,25,F
00094763,40,F
00021927,46,F
00032132,45,M
00086279,24,M
00006854,10,F
00022269,25,F
00084546,48,M
00039178,42,F
00027192,46,F
00085572,66,F
00026558,20,M
00072012,9,F
00055825,27,M
00067235,29,F
00067199,22,M
00059548,24,F
00024532,12,F
00048829,13,F
00037517,27,F
00025390,22,F
00051128,10,F
00067740,10,M
00056458,51,M
00089739,58,F
00059010,11,F
00074391,25,M
00085264,42,M
00073188,36,F
00055233,9,M
00038050,33,M
00043929,44,M
00050733,14,F
00034016,40,M
00032838,9,M
00070876,17,F
00094956,24,F
00067894,29,F
00064930,27,M
00085620,39,F
00061018,33,M
00045808,22,F
00037838,40,F
00088916,43,M
00094443,59,F
00064198,21,M
00046626,32,F
00065253,46,M
00093432,24,F
00055054,17,F
00073464,10,F
00059215,15,M
00084397,14,F
00001478,35,F
00094124,16,M
00093617,27,M
00051501,12,F
00004983,41,M
00060922,22,M
00090309,40,F
00090424,22,F
00084452,19,F
00048149,30,M
00083947,14,F
00038310,20,M
00038456,34,F
00033943,42,F
00047927,10,M
00084838,26,F
00070508,11,F
00075796,56,M
00089315,11,F
00055430,47,M
00030030,52,F
00018249,8,M
00068363,22,M
00092502,23,F
00046260,22,F
00045638,5,F
00035077,60,F
00037233,57,F
00023362,22,F
00024739,13,M
00091792,27,F
00075942,23,M
00079277,17,F
00024953,77,M
00070881,6,F
00082584,33,M
00057205,9,M
00086442,22,M
00006051,41,F
00063878,45,M
00094662,40,F
00050062,6,F
00018234,23,F
00079084,58,M
00035498,32,M
00017924,11,M
00050900,42,F
00069306,42,M
00071701,26,M
00006689,25,M
00043832,11,F
00048128,42,M
00073831,25,F
00001741,13,F
00002811,16,F
00040198,11,M
00041399,48,M
00070670,19,M
00041053,28,F
00076263,7,F
00077024,16,F
00004786,43,M
00045074,7,M
00025760,38,F
00042605,41,F
00090603,34,F
00085020,10,M
00069603,45,F
00028566,7,M
00018198,17,F
00066457,40,F
00093554,8,F
00046081,44,F
00070754,67,F
00017022,32,F
00015018,16,F
00045869,19,F
00056683,41,M
00074723,13,F
00039115,27,M
00014981,36,F
00071014,44,F
00076945,38,F
00024483,5,M
00033622,28,M
00071848,32,F
00088155,48,F
00069794,9,M
00028468,10,M
00045063,26,M
00062302,16,F
00083473,14,F
00094538,16,M
00042935,17,F
00061161,19,F
00025265,27,F
00055750,33,M
00039685,12,M
00035515,32,M
00082200,23,F
00063238,8,M
00085841,19,M
00020070,44,F
00074413,73,M
00070445,7,F
00031437,15,F
00020029,4,F
00083886,33,M
00068928,44,F
00084459,6,F
00049697,20,M
00002027,44,F
00027850,29,M
00075838,21,M
00090675,6,F
00094988,5,M
00053570,7,F
00059735,11,M
00020564,18,M
00017548,30,M
00056833,6,F
00048448,14,M
00081504,10,M
00029233,8,F
00020746,30,F
00036188,34,F
00081243,33,M
00086851,27,F
00092081,23,M
00083451,34,M
00069205,35,F
00047131,11,F
00067644,35,M
00088325,32,M
00061203,13,M
00061854,4,F
00071120,8,M
00046141,46,F
00025578,6,M
00071948,69,F
00046168,8,F
00061761,9,F
00037107,44,M
00004618,25,F
00058527,22,M
00029518,60,F
00028529,41,F
00020527,20,F
00032347,57,F
00081074,40,M
00068315,8,F
00085415,14,F
00050120,8,F
00047033,9,F
00087152,48,F
00062776,22,F
00070196,19,M
00067068,23,M
00038216,15,M
00057690,18,M
00006119,49,F
00090110,30,M
00089338,11,F
00062045,12,F
00036329,41,M
00057876,14,M
00045687,52,M
00082224,23,F
00084910,39,F
00066642,22,M
00030730,33,F
00080003,11,M
00063326,30,M
00050722,12,F
00015271,23,F
00018281,13,F
00073449,34,F
00044534,23,F
00063342,77,F
00048046,36,M
00067542,39,M
00001963,8,F
00086635,29,M
00051114,24,M
00021133,41,F
00093038,30,M
00034440,39,F
00088499,26,M
00046579,9,M
00072271,4,F
00032575,5,F
00065448,12,M
00042702,63,M
00024601,40,M
00035902,10,F
00059365,12,F
00046229,28,F
00084018,47,F
00000602,29,F
00053617,20,M
00021370,45,M
00079369,48,M
00003208,17,M
00049388,34,M
00073481,22,M
00048782,7,M
00090549,26,M
00081821,9,F
00082301,28,F
00059590,26,F
00084328,33,M
00037416,28,M
00071899,29,M
00044198,17,F
00039679,47,M
00049034,12,F
00084805,51,M
00004305,50,M
00030747,21,M
00035235,28,M
00044286,22,F
00024845,19,F
00042092,49,F
00002428,39,F
00090591,20,M
00027052,30,F
00045507,12,M
00022723,43,M
00088295,38,F
00094379,27,F
00048015,42,M
00060603,5,M
00033106,39,M
00004575,36,M
00058977,36,M
00049901,43,F
00076833,16,F
00082769,33,M
00041772,23,F
00083693,15,M
00016727,10,M
00075204,43,F
00093619,10,M
00069575,38,M
00057792,12,F
00041413,52,F
00076024,14,F
00049491,44,M
00079895,44,M
00070159,16,F
00088526,45,M
00084305,62,M
00016746,19,M
00029634,37,M
00023666,43,F
00092520,36,F
00061212,13,F
00041844,61,F
00064234,18,M
00053414,17,F
00032906,33,F
00033502,15,F
00005268,26,F
00094204,51,F
00083655,26,F
00041048,50,F
00061440,35,F
00052242,9,F
00053049,23,M
00020694,23,M
00006189,11,M
00075748,8,M
00088697,30,M
00000102,52,M
00089975,74,F
00066048,11,F
00089929,54,F
00021639,9,M
00049877,43,M
00000515,25,M
00072460,35,F
00050019,33,M
00040838,10,M
00047193,60,F
00014239,29,M
00091739,53,F
00038803,24,M
00074555,8,F
00056523,42,M
00052751,3,M
00017286,9,M
00059046,29,F
00086611,28,F
00008940,40,M
00022684,10,M
00061385,14,M
00058147,24,M
00042660,37,F
00094719,32,F
00082761,28,M
00016851,8,M
00033633,29,M
00007203,41,F
00091291,35,F
00033384,11,M
00004198,8,F
00072039,21,M
00006019,7,M
00035637,41,F
00069085,48,F
00055256,44,F
00034538,8,F
00092207,51,F
00083725,21,M
00050302,11,M
00017342,45,F
00084254,20,M
00063403,21,F
00040068,26,M
00035981,45,M
00088829,49,F
00049988,38,M
00042866,28,M
00094085,32,F
00043921,36,M
00036168,7,M
00087550,14,M
00055578,50,M
00082282,25,M
00021697,34,F
00078990,31,M
00064442,30,M
00062176,57,M
00031159,8,F
00016981,8,F
00073135,45,M
00044844,36,M
00027010,30,M
00057279,2,F
00055323,39,M
00018699,20,F
00022717,10,F
00036441,41,M
00025928,28,M
00073916,30,M
00070270,50,F
00002741,8,F
00091253,8,M
00091588,21,F
00009118,32,F
00089573,73,M
00036932,71,F
00064567,30,M
00062473,10,F
00093613,59,M
00059450,23,M
00008805,20,M
00058851,26,F
00071038,8,M
00060906,21,M
00084219,21,F
00003881,27,F
00049905,44,F
00053655,50,M
00090685,48,M
00055487,7,M
00020892,22,F
00067968,14,F
00026194,12,F
00061987,30,F
00050480,31,F
00060377,44,F
00002498,20,M
00084377,14,F
00057313,21,F
00044552,24,F
00024319,9,M
00029647,15,M
00084818,41,F
00073982,37,F
00086664,12,M
00043702,35,M
00072359,5,M
00060216,77,M
00091669,50,F
00067122,29,F
00074153,65,M
00009203,9,M
00049656,4,M
00020646,15,M
00054360,40,M
00062641,19,F
00034170,23,M
00044975,30,M
00077439,42,F
00009545,16,M
00024482,24,M
00056329,36,M
00032389,26,F
00039889,40,M
00002840,10,M
00026430,11,F
00014429,45,M
00059218,52,M
00089494,15,M
00086449,50,M
00042587,44,M
00009964,19,F
00094314,6,F
00082287,29,M
00031120,27,F
00050236,27,M
00047459,42,F
00031761,68,F
00079088,4,M
00073198,14,M
00036739,48,F
00026986,46,F
00042777,44,F
00030943,47,M
00062981,32,M
00009259,49,F
00060670,21,M
00082980,22,M
00072208,11,M
00038019,55,M
00026929,45,F
00086326,37,M
00043318,14,F
00058293,43,M
00094881,15,F
00035942,26,F
00001342,24,F
00025659,35,F
00060885,53,M
00046351,31,F
00039550,9,F
00086899,24,F
00050985,39,M
00047117,23,F
00017074,24,M
00008532,40,F
00069999,75,M
00014947,10,F
00060772,11,M
00016614,11,M
00031228,40,M
00033830,24,F
00007931,40,F
00007908,11,F
00076703,17,F
00046722,28,F
00084562,50,F
00063471,11,F
00055791,13,F
00017694,38,M
00054045,39,F
00081378,59,F
00089377,44,M
00058081,12,F
00016159,10,M
00094652,40,M
00034229,8,M
00060869,21,M
00001852,22,F
00038182,14,F
00007077,42,F
00027574,8,F
00044231,16,F
00032159,16,M
00006095,48,M
00002800,36,F
00047902,12,M
00009249,31,M
00069970,40,F
00058176,72,M
00071299,23,M
00086094,13,F
00092501,23,F
00077842,29,F
00079604,45,M
00043983,11,M
00041638,25,F
00017021,9,M
00024290,22,M
00038664,26,M
00037476,33,F
00020574,23,F
00021687,49,F
00063587,23,F
00030935,39,F
00004544,31,F
00009210,46,M
00023601,12,M
00069098,43,F
00002658,25,F
00026229,29,F
00087583,55,F
00022305,18,M
00042120,10,F
00017295,21,F
00060033,61,F
00082703,43,F
00057660,18,F
00041809,13,F
00060095,13,F
00042836,14,F
00068837,15,M
00069199,45,F
00020759,27,F
00015548,36,M
00060223,5,M
00001607,40,M
00080057,12,F
00060942,21,M
00070736,42,M
00074207,30,M
00042131,20,F
00002610,49,F
00059221,51,F
00075866,43,F
00093474,14,F
00074144,8,F
00051137,17,M
00001678,23,M
00042996,35,M
00014731,11,M
00092840,29,F
00058124,12,F
00060467,23,F
00005386,52,M
00037356,44,F
00017135,8,F
00041452,12,F
00051716,24,F
00085310,27,M
00007280,7,F
00046994,22,M
00040010,12,M
00020349,31,F
00045179,26,M
00059502,37,F
00078816,28,M
00030055,30,F
00058024,9,M
00059054,38,F
00051691,14,F
00040989,39,M
00054726,9,M
00054156,8,M
00061852,8,M
00036207,40,M
00039185,8,F
00081882,14,F
00082637,7,M
00022214,14,F
00049876,10,M
00046381,27,M
00045541,4,F
00073681,14,F
00090445,25,M
00036375,9,M
00081337,27,M
00064142,24,M
00043475,28,M
00064570,21,F
00032947,24,F
00022132,82,M
00020222,26,F
00076027,56,F
00063913,10,F
00064207,25,F
00063241,17,F
00093078,50,F
00046969,45,F
00080962,25,M
00049925,46,M
00072605,10,F
00043266,10,F
00022513,18,M
00083545,75,F
00039067,30,F
00090353,9,F
00081956,15,F
00073164,14,M
00033611,13,M
00065683,67,M
00051763,65,F
00054042,34,F
00016114,12,M
00092080,49,F
00066967,31,M
00068218,7,F
00001427,23,M
00019821,6,M
00029779,27,F
00050002,43,M
00041822,57,F
00002672,26,M
00069030,10,M
00062601,41,M
00043436,6,M
00083268,30,M
00063790,37,M
00043972,21,F
00063023,53,F
00081087,38,M
00068361,22,M
00020429,39,M
00033860,9,F
00022949,13,F
00083504,14,M
00044322,16,M
00084752,20,F
00004863,44,F
00063537,24,M
00014570,61,M
00043457,5,M
00053768,25,M
00034638,27,M
00004173,9,F
00094180,38,M
00027386,23,M
00068661,31,F
00081389,32,M
00093588,40,F
00015341,7,M
00000619,22,F
00017423,40,M
00051105,50,M
00042283,40,F
00059868,11,M
00064372,24,M
00022857,25,M
00021671,32,F
00038333,25,F
00072495,22,F
00041472,37,F
00095031,24,M
00068169,22,M
00060555,41,M
00027635,25,F
00069547,53,M
00060698,23,F
00082454,23,M
00056549,8,M
00055465,31,F
00006038,8,M
00069377,8,F
00061096,11,M
00039876,25,F
00042664,4,F
00025249,25,M
00034156,45,M
00064233,39,M
00057609,33,F
00036541,26,M
00065018,31,F
00071279,57,F
00014982,33,F
00083889,14,F
00093787,16,F
00080127,53,F
00020470,39,F
00020684,23,F
00094983,22,M
00036944,50,F
00085543,20,M
00081141,37,F
00088399,30,M
00021883,15,M
00003940,17,F
00083987,22,M
00023556,47,F
00015803,7,F
00063671,42,M
00068384,11,F
00061148,46,M
00094191,54,M
00000846,24,M
00018341,9,F
00036355,10,M
00052991,45,M
00003933,13,M
00069951,82,M
00032058,35,F
00065606,5,F
00063610,6,M
00052883,25,M
00027330,6,F
00020590,79,F
00079223,25,F
00094213,30,F
00037449,33,F
00033442,23,M
00037492,11,M
00001381,40,F
00009617,17,F
00026415,35,F
00071676,27,F
00017078,27,M
00066590,19,F
00087854,28,M
00093523,41,M
00092907,42,F
00067752,30,F
00074688,69,M
00094706,5,M
00084821,20,F
00044272,16,M
00021415,9,F
00052747,32,M
00054608,38,F
00051083,26,F
00087367,32,F
00079961,4,F
00023331,48,M
00065863,8,M
00086864,23,M
00031698,13,F
00061874,39,M
00064741,15,M
00007546,10,M
00030827,25,M
00067085,19,M
00052821,17,F
00078114,35,M
00037757,38,M
00015541,47,F
00043317,13,F
00087776,65,F
00083380,9,M
00091901,37,F
00006363,6,F
00081905,25,M
00063970,23,M
00086084,14,F
00069832,10,F
00004058,13,F
00045850,6,F
00047955,74,F
00008798,7,M
00080365,42,M
00055536,5,M
00082829,19,F
00071399,41,F
00029566,36,M
00073679,25,M
00015237,31,M
00083511,31,F
00064412,61,F
00026737,10,F
00053692,14,F
00092227,5,M
00087211,8,F
00090260,7,F
00019362,11,M
00065222,48,F
00069716,45,F
00015741,8,F
00076257,22,M
00020682,42,F
00090580,29,M
00006213,32,F
00039317,30,F
00079398,21,F
00089464,14,M
00057436,30,F
00085144,38,M
00039108,24,M
00043114,50,M
00089683,27,F
00088102,45,F
00054994,19,F
00018664,61,M
00082884,7,F
00092001,48,M
00025766,9,F
00051826,14,F
00042447,25,F
00088042,14,M
00059134,26,M
00016493,13,M
00069714,45,F
00081935,30,F
00079252,9,F
00088317,29,M
00092682,6,M
00082654,34,M
00079230,48,M
00009572,24,F
00015269,18,F
00018277,39,F
00015082,8,M
00000556,22,F
00073474,25,M
00068342,12,F
00058524,22,M
00041644,55,M
00027423,10,M
00037287,49,F
00047007,34,M
00002219,11,F
00076970,15,M
00075902,26,F
00060755,20,M
00036938,25,F
00052919,8,M
00072184,40,M
00047933,12,M
00031026,18,F
00025712,19,F
00009684,13,M
00005360,7,M
00061714,57,M
00092612,8,F
00053747,40,F
00037854,9,F
00057478,57,M
00018559,26,M
00080114,16,M
00086464,8,F
00040235,11,M
00070424,50,M
00037703,5,M
00036843,12,F
00082966,23,F
00066962,29,M
00073781,46,M
00022009,23,F
00051921,12,F
00066341,23,F
00047499,41,M
00033371,22,F
00050971,12,F
00091563,52,F
00019850,31,M
00015746,26,F
00031941,11,M
00055498,38,F
00092273,15,F
00006157,7,F
00083547,28,M
00063981,17,M
00066662,18,F
00047275,43,M
00000239,31,F
00002302,37,M
00049713,19,F
00047365,42,F
00066511,22,M
00000731,14,F
00027792,5,M
00043862,35,F
00033835,8,M
00044490,12,F
00014293,46,M
00065700,51,M
00057216,37,M
00084659,28,F
00061839,10,F
00069909,43,F
00050067,41,M
00082631,30,F
00024370,10,M
00019170,19,M
00052245,24,F
00060944,22,F
00090922,8,F
00065594,21,F
00028463,57,F
00081110,10,M
00034273,28,M
00006247,20,F
00020670,23,M
00020098,54,M
00067505,31,M
00060134,35,F
00050083,28,M
00055693,30,F
00001440,28,F
00031126,57,M
00061375,14,F
00048742,14,M
00094054,40,F
00030337,51,F
00003310,17,M
00027435,7,M
00076000,47,F
00030333,27,F
00044223,15,M
00064231,24,F
00076206,46,F
00065238,2,F
00052748,28,F
00022218,13,F
00049203,9,M
00082337,29,F
00089149,16,F
00034064,19,F
00040196,61,M
00015178,10,M
00051748,17,F
00054824,68,F
00029346,13,F
00085794,24,M
00049839,9,F
00024618,10,M
00041409,22,F
00080274,10,F
00077231,30,M
00024875,40,F
00061143,32,M
00026597,36,F
00018501,10,M
00085370,14,M
00082894,40,F
00077589,8,M
00048399,52,M
00073196,14,F
00025211,22,F
00000723,20,M
00077434,44,M
00044240,16,M
00021018,31,F
00047604,10,F
00083440,14,F
00014232,30,F
00091933,35,F
00090727,8,F
00023264,44,M
00005425,5,F
00049790,10,F
00064163,21,F
00044022,7,F
00078735,26,F
00021971,20,F
00069092,44,M
00090737,23,M
00058596,30,M
00001657,8,F
00085368,22,M
00075646,28,F
00057012,34,F
00025041,31,F
00065990,38,F
00034464,8,M
00026656,35,F
00091451,14,F
00028345,22,F
00094241,30,F
00034109,55,F
00039394,65,M
00019713,10,M
00045811,23,M
00071782,7,M
00006529,24,M
00079804,50,M
00089815,13,M
00070536,35,F
00031634,19,F
00016808,7,M
00036120,21,M
00070681,16,M
00070877,12,F
00045754,41,F
00079133,34,M
00090322,19,M
00075478,44,M
00059792,54,M
00015614,27,F
00054320,9,F
00079505,25,F
00001336,6,M
00027084,7,M
00025731,45,M
00040972,26,F
00047774,9,M
00069838,43,M
00034549,50,M
00069939,42,F
00038168,15,M
00066649,10,M
00066412,29,M
00015945,9,M
00034455,11,F
00049976,54,M
00037443,49,F
00069704,9,F
00067319,33,M
00019431,23,F
00000376,13,F
00007776,13,M
00020697,46,M
00038922,12,F
00023155,11,F
00067083,19,M
00068602,7,M
00071057,10,F
00044489,12,F
00005047,10,M
00008471,25,M
00039319,37,M
00083054,8,F
00028356,51,F
00041754,13,M
00066614,25,F
00074283,42,M
00039741,47,M
00057266,35,F
00058660,18,F
00055654,42,M
00084313,39,F
00054138,36,F
00059150,7,M
00025097,29,M
00027182,31,M
00019864,9,F
00077687,19,M
00084869,19,M
00067183,12,M
00040571,26,M
00041878,35,M
00067572,14,F
00083061,45,M
00030009,28,F
00018895,12,F
00043075,21,F
00087102,10,M
00001763,27,M
00071577,18,F
00087257,48,F
00005951,44,M
00054352,12,F
00065396,50,F
00088241,16,F
00033104,28,F
00022755,8,M
00057398,9,F
00004141,16,F
00040002,19,M
00093899,12,M
00066430,32,M
00054291,47,F
00072836,47,M
00065258,30,F
00052470,12,M
00030484,41,F
00075188,27,F
00025002,30,F
00025172,41,F
00000108,54,F
00071735,28,M
00025882,25,F
00056783,44,F
00064828,26,F
00073767,33,F
00032048,14,F
00079959,20,M
00015401,12,F
00054247,55,F
00031512,12,F
00086144,41,M
00058984,26,F
00040539,40,M
00058390,12,F
00043138,32,F
00079385,33,M
00029100,7,F
00043760,42,F
00050394,16,M
00057178,61,F
00002352,8,M
00072639,34,F
00041630,12,M
00077542,22,M
00025933,5,M
00064250,22,F
00082094,33,M
00080623,43,M
00014143,10,M
00058337,21,M
00072862,34,M
00021373,38,F
00042259,9,M
00091679,16,F
00005503,35,F
00018526,10,F
00021122,21,F
00055611,24,F
00090074,45,M
00076579,12,M
00025576,33,M
00038615,12,F
00079475,29,M
00059356,12,M
00091738,63,F
00040339,28,M
00093082,8,F
00023683,28,F
00040939,36,M
00043593,31,M
00015194,16,F
00031511,12,M
00051993,17,F
00084613,41,M
00014353,12,F
00041393,68,M
00050944,29,M
00014362,27,M
00041270,31,F
00094901,11,M
00069647,57,M
00018691,20,F
00001231,42,F
00083057,46,M
00004652,9,F
00072172,61,M
00083712,25,F
00065223,33,M
00070946,14,M
00074811,28,F
00019179,37,F
00057593,44,F
00043270,14,F
00002565,23,F
00039756,37,F
00082578,45,M
00002227,20,F
00043619,26,M
00025705,4,M
00020751,24,F
00028591,42,F
00079924,9,M
00093009,42,F
00073739,14,M
00091827,50,M
00034404,42,F
00054071,42,M
00050538,27,M
00019340,44,M
00048253,11,F
00018696,24,M
00009887,10,M
00017789,30,F
00029006,43,M
00019486,10,M
00094403,9,F
00054504,16,M
00014352,6,M
00093498,20,F
00078219,5,M
00063357,18,F
00070294,15,M
00060945,22,F
00006524,9,M
00065059,63,M
00057247,45,F
00026586,41,F
00024971,33,F
00076140,47,F
00089030,38,F
00070874,30,M
00055112,20,F
00044581,56,F
00027701,10,M
00062417,17,M
00069103,11,M
00094319,24,F
00056436,10,F
00061965,41,F
00040602,8,F
00008217,48,F
00064751,26,F
00005820,53,F
00005710,7,M
00062366,7,M
00089094,23,F
00049437,11,F
00028299,15,F
00050756,12,F
00085290,29,F
00032337,44,F
00054580,13,M
00018853,19,M
00056184,30,M
00014717,7,F
00069037,10,F
00045299,45,F
00002084,33,M
00059928,23,F
00060225,5,M
00090863,22,M
00038570,11,F
00092604,35,M
00028988,9,F
00016582,45,M
00042073,31,F
00076949,14,F
00082265,22,M
00044663,47,F
00031841,49,F
00030833,22,F
00067523,24,F
00068515,73,F
00039959,20,M
00064239,30,M
00027373,43,M
00074289,4,M
00075689,14,M
00074336,20,M
00065638,24,F
00026613,11,M
00059057,44,M
00083717,38,F
00051546,12,F
00002156,42,F
00052842,10,F
00089985,30,F
00062590,27,M
00005880,12,F
00079174,37,M
00046146,21,M
00076298,25,F
00078710,17,F
00061545,32,F
00037355,11,M
00039244,19,F
00090379,11,F
00071725,37,M
00073636,35,M
00069962,43,F
00071229,5,M
00081603,64,F
00072672,29,M
00045422,35,F
00038191,16,F
00018450,44,F
00026411,38,M
00073119,48,F
00014958,13,M
00048056,42,M
00028431,56,M
00088505,7,M
00003836,52,M
00009874,44,M
00018505,41,F
00065379,27,M
00074602,33,F
00038799,60,M
00039074,7,M
00066189,39,M
00003692,32,F
00027532,40,M
00042848,10,F
00031095,37,M
00080619,28,F
00092044,74,M
00031123,19,M
00049330,35,M
00043359,24,M
00015484,9,F
00023286,27,M
00009076,47,M
00017291,48,F
00023729,27,M
00076561,24,F
00039508,25,F
00059070,8,F
00033328,46,F
00034774,65,F
00023195,32,M
00059195,35,F
00078789,40,M
00050089,34,F
00084287,23,M
00007467,47,F
00054108,11,M
00094157,40,M
00052018,29,M
00025174,23,M
00091133,5,M
00072959,14,M
00090884,49,M
00028837,49,M
00007942,27,M
00040664,38,M
00074839,23,F
00044300,16,M
00086610,32,M
00058626,19,M
00066435,50,M
00018042,25,F
00032767,9,M
00019847,40,F
00007531,5,M
00094783,48,M
00078047,50,M
00030368,10,M
00057821,34,M
00004286,39,M
00047657,49,F
00054145,40,M
00043730,24,M
00090943,27,M
00035408,9,F
00087214,34,F
00020598,30,F
00006792,9,M
00069586,10,M
00032446,14,F
00030610,39,F
00091099,44,F
00048727,7,M
00080788,23,M
00035461,71,M
00008874,9,M
00054161,7,F
00046325,12,M
00092734,24,F
00068352,30,M
00008785,13,M
00004430,23,F
00067704,10,M
00050212,23,M
00072920,31,M
00078311,7,F
00093562,27,M
00035634,8,F
00036652,34,F
00024783,42,F
00094773,40,F
00064638,9,F
00019946,19,M
00053856,23,F
00046915,7,F
00027166,39,F
00061080,12,F
00088003,24,M
00032150,16,M
00057563,7,M
00042148,45,M
00075973,46,M
00046877,34,M
00040291,51,F
00044931,9,F
00038283,13,F
00014837,50,F
00075299,38,F
00019885,33,F
00016980,10,M
00045632,38,F
00079675,58,M
00053987,45,M
00077284,35,F
00001591,8,F
00091135,32,M
00088553,42,M
00073941,31,F
00044387,40,F
00009295,25,F
00017908,8,M
00002645,13,M
00007728,19,F
00070943,28,F
00058899,27,F
00067794,11,F
00094087,40,F
00065568,9,M
00074278,24,M
00052703,29,M
00082342,28,M
00048396,9,F
00003037,23,F
00027945,29,F
00042708,20,F
00025572,26,M
00025181,8,M
00079803,41,F
00004965,31,M
00009992,7,M
00070046,12,F
00017504,10,M
00055276,37,M
00008591,15,F
00005332,5,F
00032664,8,F
00091401,40,F
00049783,10,F
00056672,36,M
00086884,29,M
00006645,38,M
00018896,44,M
00042968,21,F
00066710,23,F
00046655,24,M
00084433,21,F
00028496,9,M
00018272,39,F
00034570,38,F
00046678,3,M
00022206,13,F
00084899,12,M
00091925,53,M
00016553,10,F
00022786,47,F
00090084,13,M
00051949,16,M
00073937,27,F
00077064,48,F
00054524,15,M
00066947,18,F
00035473,24,M
00078546,43,M
00094509,51,F
00001527,25,F
00077903,24,F
00008704,34,F
00008392,25,M
00080270,26,F
00019755,39,F
00051631,33,M
00050703,11,F
00089702,14,F
00084578,29,M
00044872,53,M
00020452,5,M
00021190,19,F
00001237,7,F
00037094,36,F
00055427,9,M
00006572,17,M
00085935,51,F
00059587,21,F
00003360,10,F
00022985,8,M
00061264,9,M
00082892,55,F
00080508,15,M
00077377,18,F
00000386,12,M
00015713,13,M
00018929,22,M
00025516,38,M
00046790,8,M
00041810,13,M
00091762,33,F
00014898,24,F
00071362,8,M
00008464,32,F
00007847,12,F
00021506,8,F
00044215,51,M
00071168,20,F
00047987,20,F
00068770,7,F
00004352,15,F
00023970,48,M
00002971,28,M
00090953,20,F
00039672,29,F
00044860,36,M
00063641,19,M
00018807,20,M
00002198,10,M
00021411,22,F
00018236,3,F
00029895,27,M
00086626,32,M
00025983,19,F
00089006,29,M
00017343,21,F
00020018,26,M
00027961,29,M
00027835,9,M
00077597,10,M
00063486,16,F
00093298,70,F
00076251,33,F
00081304,24,F
00061664,20,M
00058912,4,M
00027604,25,M
00076816,75,F
00088794,39,M
00052892,36,M
00015061,15,M
00062293,38,F
00028319,64,M
00081943,29,M
00050450,12,F
00083334,24,F
00082687,12,F
00069943,33,F
00054785,35,F
00067799,14,M
00058275,13,M
00030535,17,F
00001249,33,M
00062769,41,F
00041744,32,F
00029598,32,M
00088453,36,F
00091697,34,F
00033317,33,F
00070413,46,M
00004718,8,F
00057759,29,F
00018199,39,M
00004654,12,M
00092380,24,F
00055059,27,M
00075515,29,F
00032653,69,M
00062925,16,M
00039569,12,M
00067215,21,M
00015049,44,F
00027086,10,F
00014309,44,F
00054967,19,F
00053657,21,M
00017459,11,M
00034571,47,M
00032253,44,M
